date:2014-01-10 15:56:07	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:8080/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 20:15:49	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 20:15:50	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/0f6cccb1-8b91-4fc4-927e-067984694941.xml" resulted in 406 (Not Acceptable); invoking error handler
date:2014-01-10 20:15:50	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 20:17:01	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 20:19:30	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/xxx/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:36:55	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:DELETE request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:36:56	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members/575fc7f5-ad27-4193-abb0-26b2daab5a40" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:36:56	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:PUT request for "http://localhost:9999/terasoluna-gfw-web-blank/members/38c89143-98f0-4eab-ae7d-7bf5f7ce11f9" resulted in 415 (Unsupported Media Type); invoking error handler
date:2014-01-10 21:36:56	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:36:56	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members?name=" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:36:56	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/xxx/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:36:57	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:36:57	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:36:57	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/57bcfa81-ee90-4e4e-8838-c07875e90be2.xml" resulted in 406 (Not Acceptable); invoking error handler
date:2014-01-10 21:39:03	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members?name=" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:39:03	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/xxx/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:39:03	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:DELETE request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:39:04	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members/0766e68c-2144-4d69-9826-26b58e3f8b98" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:39:04	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:PUT request for "http://localhost:9999/terasoluna-gfw-web-blank/members/4833c888-d4da-41da-a08e-50f64f2573cb" resulted in 415 (Unsupported Media Type); invoking error handler
date:2014-01-10 21:39:04	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:39:04	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:39:04	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:39:04	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/894f8a7c-9698-47b9-8a0d-3c56f6e3d128.xml" resulted in 406 (Not Acceptable); invoking error handler
date:2014-01-10 21:43:43	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:47:28	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:PUT request for "http://localhost:9999/terasoluna-gfw-web-blank/members/17a1a6a5-a742-4f2e-b085-c704a9e30bea" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:07	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members?name=" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:07	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/xxx/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:58:07	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:DELETE request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:58:08	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members/d8d2a58d-a441-4289-a9ee-11799872449c" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:58:08	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:PUT request for "http://localhost:9999/terasoluna-gfw-web-blank/members/1e5d037e-9cd2-4d16-9c9b-2767193700eb" resulted in 415 (Unsupported Media Type); invoking error handler
date:2014-01-10 21:58:08	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:58:08	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:08	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:08	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/14377c92-7ca0-45c1-a1a4-14c13cadfd3d.xml" resulted in 406 (Not Acceptable); invoking error handler
date:2014-01-10 21:58:08	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:PUT request for "http://localhost:9999/terasoluna-gfw-web-blank/members/010f5b3c-758c-4def-8f38-069608ecab32" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:46	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members?name=" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:46	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/xxx/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:58:46	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:DELETE request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:58:47	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members/500eab9b-082f-4250-b586-f941f02848ae" resulted in 405 (Method Not Allowed); invoking error handler
date:2014-01-10 21:58:47	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:PUT request for "http://localhost:9999/terasoluna-gfw-web-blank/members/ed81febc-3d32-4c97-ad2f-3c368fa31079" resulted in 415 (Unsupported Media Type); invoking error handler
date:2014-01-10 21:58:47	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/xxxx" resulted in 404 (Not Found); invoking error handler
date:2014-01-10 21:58:47	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:47	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:POST request for "http://localhost:9999/terasoluna-gfw-web-blank/members" resulted in 400 (Bad Request); invoking error handler
date:2014-01-10 21:58:47	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:GET request for "http://localhost:9999/terasoluna-gfw-web-blank/members/6acc6e06-1e87-425e-861d-46407df0ebd6.xml" resulted in 406 (Not Acceptable); invoking error handler
date:2014-01-10 21:58:47	thread:main	X-Track:	level:WARN 	logger:org.springframework.web.client.RestTemplate     	message:PUT request for "http://localhost:9999/terasoluna-gfw-web-blank/members/594b5ca7-5f36-44e8-8385-504cb82e420b" resulted in 400 (Bad Request); invoking error handler
